datetime,temperature_2m,dewpoint_2m,apparent_temperature,wind_speed_10m,cloud_cover_avg,surface_pressure,sealevel_pressure,rainfall,snowfall,relative_humidity_2m,visibility,uv_index,chance_of_rain,vapour_pressure_deficit,temperature_2m_1h,relative_humidity_2m_1h,chance_of_rain_1h,temperature_2m_2h,relative_humidity_2m_2h,chance_of_rain_2h,temperature_2m_3h,relative_humidity_2m_3h,chance_of_rain_3h,temperature_2m_4h,relative_humidity_2m_4h,chance_of_rain_4h,temperature_2m_5h,relative_humidity_2m_5h,chance_of_rain_5h,wind_degrees,wind_x,wind_y,hour_sin,hour_cos,weather_condition_Light drizzle,weather_condition_Light rain,weather_condition_Light rain shower,weather_condition_Moderate or heavy rain shower,weather_condition_Moderate rain,weather_condition_Overcast,weather_condition_Patchy light drizzle,weather_condition_Patchy light rain with thunder,weather_condition_Patchy rain possible,weather_condition_Thundery outbreaks possible,weather_condition_Torrential rain shower
2025-06-15 17:00:00,27.5,24.6,31.8,22.3,84,1001.0,1001.0,1.61,0,84,10.0,6.0,100,0.587,27.4,84.0,100.0,27.4,84.0,100.0,27.6,82.0,100.0,27.6,81.0,100.0,27.6,81.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,-0.9659258262890683,-0.25881904510252063,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15 18:00:00,27.4,24.5,31.7,22.0,78,1001.0,1001.0,1.37,0,84,10.0,6.0,100,0.584,27.4,84.0,100.0,27.6,82.0,100.0,27.6,81.0,100.0,27.6,81.0,100.0,27.5,82.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,-1.0,-1.8369701987210297e-16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15 19:00:00,27.4,24.4,31.6,20.2,80,1001.0,1001.0,0.28,0,84,10.0,6.0,100,0.584,27.6,82.0,100.0,27.6,81.0,100.0,27.6,81.0,100.0,27.5,82.0,100.0,27.2,83.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,-0.9659258262890684,0.2588190451025203,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15 20:00:00,27.6,24.2,31.7,17.6,82,1001.0,1001.0,0.15,0,82,10.0,0.0,100,0.665,27.6,81.0,100.0,27.6,81.0,100.0,27.5,82.0,100.0,27.2,83.0,100.0,27.3,83.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-15 21:00:00,27.6,24.1,31.7,17.3,88,1002.0,1002.0,0.42,0,81,10.0,0.0,100,0.702,27.6,81.0,100.0,27.5,82.0,100.0,27.2,83.0,100.0,27.3,83.0,100.0,27.2,84.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,-0.7071067811865477,0.7071067811865474,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15 22:00:00,27.6,24.1,31.6,16.2,93,1002.0,1002.0,0.55,0,81,10.0,0.0,100,0.702,27.5,82.0,100.0,27.2,83.0,100.0,27.3,83.0,100.0,27.2,84.0,100.0,27.2,85.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,-0.5000000000000004,0.8660254037844384,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-15 23:00:00,27.5,24.1,31.4,12.2,85,1002.0,1002.0,0.79,0,82,10.0,0.0,100,0.661,27.2,83.0,100.0,27.3,83.0,100.0,27.2,84.0,100.0,27.2,85.0,100.0,27.2,84.0,100.0,202.5,-0.9238795325112868,-0.38268343236508967,-0.25881904510252157,0.9659258262890681,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16 00:00:00,27.2,24.2,31.2,2.5,100,1001.0,1001.0,0.65,0,83,10.0,0.0,100,0.613,27.3,83.0,100.0,27.2,84.0,100.0,27.2,85.0,100.0,27.2,84.0,100.0,27.2,85.0,100.0,292.5,0.38268343236509,-0.9238795325112866,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16 01:00:00,27.3,24.1,31.2,4.0,100,1000.0,1000.0,0.33,0,83,2.0,0.0,100,0.617,27.2,84.0,100.0,27.2,85.0,100.0,27.2,84.0,100.0,27.2,85.0,100.0,27.1,86.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,0.25881904510252074,0.9659258262890683,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16 02:00:00,27.2,24.2,31.2,7.2,100,999.0,999.0,0.78,0,84,10.0,0.0,100,0.577,27.2,85.0,100.0,27.2,84.0,100.0,27.2,85.0,100.0,27.1,86.0,100.0,27.0,88.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,0.49999999999999994,0.8660254037844387,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16 03:00:00,27.2,24.4,31.2,9.7,100,999.0,999.0,1.26,0,85,9.0,0.0,100,0.541,27.2,84.0,100.0,27.2,85.0,100.0,27.1,86.0,100.0,27.0,88.0,100.0,26.6,89.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,0.7071067811865476,0.7071067811865476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16 04:00:00,27.2,24.3,31.2,9.4,100,999.0,999.0,1.36,0,84,10.0,0.0,100,0.577,27.2,85.0,100.0,27.1,86.0,100.0,27.0,88.0,100.0,26.6,89.0,100.0,26.8,88.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,0.8660254037844386,0.5000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16 05:00:00,27.2,24.5,31.3,12.6,100,999.0,999.0,1.12,0,85,10.0,0.0,100,0.541,27.1,86.0,100.0,27.0,88.0,100.0,26.6,89.0,100.0,26.8,88.0,100.0,26.9,86.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,0.9659258262890683,0.25881904510252074,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16 06:00:00,27.1,24.5,31.3,16.2,100,1000.0,1000.0,1.46,0,86,10.0,0.0,100,0.502,27.0,88.0,100.0,26.6,89.0,100.0,26.8,88.0,100.0,26.9,86.0,100.0,26.8,85.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,1.0,6.123233995736766e-17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16 07:00:00,27.0,24.7,31.2,23.8,100,1000.0,1000.0,1.87,0,88,10.0,6.0,100,0.428,26.6,89.0,100.0,26.8,88.0,100.0,26.9,86.0,100.0,26.8,85.0,100.0,26.9,83.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,0.9659258262890683,-0.25881904510252063,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16 08:00:00,26.6,24.7,30.7,37.4,100,1001.0,1001.0,1.97,0,89,10.0,6.0,100,0.383,26.8,88.0,100.0,26.9,86.0,100.0,26.8,85.0,100.0,26.9,83.0,100.0,27.0,83.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,0.8660254037844387,-0.4999999999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16 09:00:00,26.8,24.6,30.9,36.4,100,1001.0,1001.0,0.57,0,88,10.0,6.0,100,0.423,26.9,86.0,100.0,26.8,85.0,100.0,26.9,83.0,100.0,27.0,83.0,100.0,27.1,81.0,100.0,270.0,-1.8369701987210297e-16,-1.0,0.7071067811865476,-0.7071067811865475,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16 10:00:00,26.9,24.4,30.9,36.0,100,1002.0,1002.0,0.43,0,86,10.0,6.0,100,0.496,26.8,85.0,100.0,26.9,83.0,100.0,27.0,83.0,100.0,27.1,81.0,100.0,27.4,78.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,0.49999999999999994,-0.8660254037844387,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16 11:00:00,26.8,24.0,30.5,35.6,99,1002.0,1002.0,0.2,0,85,10.0,6.0,100,0.529,26.9,83.0,100.0,27.0,83.0,100.0,27.1,81.0,100.0,27.4,78.0,100.0,27.8,75.0,45.0,270.0,-1.8369701987210297e-16,-1.0,0.258819045102521,-0.9659258262890682,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16 12:00:00,26.9,23.8,30.4,33.5,100,1002.0,1002.0,0.22,0,83,2.0,6.0,100,0.603,27.0,83.0,100.0,27.1,81.0,100.0,27.4,78.0,100.0,27.8,75.0,45.0,28.0,74.0,100.0,270.0,-1.8369701987210297e-16,-1.0,1.2246467991473532e-16,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16 13:00:00,27.0,23.8,30.6,31.3,100,1001.0,1001.0,0.27,0,83,2.0,6.0,100,0.606,27.1,81.0,100.0,27.4,78.0,100.0,27.8,75.0,45.0,28.0,74.0,100.0,27.8,76.0,100.0,270.0,-1.8369701987210297e-16,-1.0,-0.2588190451025208,-0.9659258262890683,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16 14:00:00,27.1,23.5,30.6,29.5,95,1001.0,1001.0,0.34,0,81,10.0,6.0,100,0.681,27.4,78.0,100.0,27.8,75.0,45.0,28.0,74.0,100.0,27.8,76.0,100.0,27.4,78.0,100.0,270.0,-1.8369701987210297e-16,-1.0,-0.4999999999999997,-0.8660254037844388,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16 15:00:00,27.4,23.2,30.8,23.4,78,1002.0,1002.0,0.31,0,78,2.0,6.0,100,0.803,27.8,75.0,45.0,28.0,74.0,100.0,27.8,76.0,100.0,27.4,78.0,100.0,27.4,78.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,-0.7071067811865471,-0.7071067811865479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16 16:00:00,27.8,23.0,31.2,16.2,68,1002.0,1002.0,0.06,0,75,10.0,6.0,45,0.934,28.0,74.0,100.0,27.8,76.0,100.0,27.4,78.0,100.0,27.4,78.0,100.0,27.7,78.0,100.0,247.5,-0.3826834323650895,-0.9238795325112868,-0.8660254037844385,-0.5000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-16 17:00:00,28.0,22.8,31.3,13.3,66,1002.0,1002.0,0.11,0,74,10.0,6.0,100,0.983,27.8,76.0,100.0,27.4,78.0,100.0,27.4,78.0,100.0,27.7,78.0,100.0,27.8,78.0,100.0,225.0,-0.7071067811865477,-0.7071067811865475,-0.9659258262890683,-0.25881904510252063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-16 18:00:00,27.8,23.1,31.2,13.7,71,1002.0,1002.0,0.31,0,76,10.0,6.0,100,0.897,27.4,78.0,100.0,27.4,78.0,100.0,27.7,78.0,100.0,27.8,78.0,100.0,27.8,78.0,100.0,202.5,-0.9238795325112868,-0.38268343236508967,-1.0,-1.8369701987210297e-16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16 19:00:00,27.4,23.3,30.9,15.8,64,1003.0,1003.0,0.18,0,78,10.0,6.0,100,0.803,27.4,78.0,100.0,27.7,78.0,100.0,27.8,78.0,100.0,27.8,78.0,100.0,27.4,81.0,100.0,180.0,-1.0,1.2246467991473532e-16,-0.9659258262890684,0.2588190451025203,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16 20:00:00,27.4,23.3,30.9,16.2,53,1003.0,1003.0,0.2,0,78,10.0,0.0,100,0.803,27.7,78.0,100.0,27.8,78.0,100.0,27.8,78.0,100.0,27.4,81.0,100.0,27.4,82.0,100.0,202.5,-0.9238795325112868,-0.38268343236508967,-0.8660254037844386,0.5000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16 21:00:00,27.7,23.5,31.3,20.2,89,1003.0,1003.0,0.16,0,78,9.0,0.0,100,0.817,27.8,78.0,100.0,27.8,78.0,100.0,27.4,81.0,100.0,27.4,82.0,100.0,27.6,81.0,100.0,202.5,-0.9238795325112868,-0.38268343236508967,-0.7071067811865477,0.7071067811865474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-06-16 22:00:00,27.8,23.6,31.6,19.8,51,1004.0,1004.0,0.47,0,78,10.0,0.0,100,0.822,27.8,78.0,100.0,27.4,81.0,100.0,27.4,82.0,100.0,27.6,81.0,100.0,27.6,81.0,100.0,202.5,-0.9238795325112868,-0.38268343236508967,-0.5000000000000004,0.8660254037844384,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-16 23:00:00,27.8,23.6,31.5,21.2,100,1005.0,1005.0,0.6,0,78,10.0,0.0,100,0.822,27.4,81.0,100.0,27.4,82.0,100.0,27.6,81.0,100.0,27.6,81.0,100.0,27.7,81.0,100.0,202.5,-0.9238795325112868,-0.38268343236508967,-0.25881904510252157,0.9659258262890681,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
